role,time_min,kills,deaths,assists,creeps,rank
1,24.639369043155718,10,1,4,159,A
2,20.850492670381854,10,1,5,200,S
0,35.634445319759195,8,1,9,309,S
0,27.165988270391647,3,1,7,213,A
0,23.444366444140655,7,7,8,218,A
2,25.918739353430823,8,5,2,192,B
2,31.026610993846024,6,6,2,236,B
3,24.03876323883732,4,8,4,207,B
1,28.018774719927187,7,7,11,119,C
3,36.60277804553307,8,1,9,257,A
1,29.156705251161373,4,7,10,160,C
2,36.80016997847998,7,1,4,314,S
2,33.99412711499838,4,5,9,245,B
3,39.84343428896819,6,8,6,377,A
4,30.236127948772484,2,6,21,11,D
3,33.09810604235662,8,6,7,297,A
1,39.13097817458413,4,1,11,200,B
3,25.40868239964376,13,4,8,238,S
0,28.65284961208072,7,1,6,237,S
1,32.081442011981274,7,4,6,214,B
1,25.451462718273632,3,3,10,101,C
4,32.32197124298709,2,8,13,61,D
2,26.66146592105883,13,3,6,202,A
1,30.741590815951803,5,3,10,184,B
2,32.33476161149806,14,5,7,266,A
3,35.98580011808429,7,8,6,321,A
0,37.22260486089563,10,8,6,292,B
4,33.24859946842704,2,9,19,45,D
2,32.74781700746598,13,2,3,266,S
1,28.223219316926983,2,2,6,145,B
2,35.58208374677293,12,5,6,345,A
1,22.617270518867574,10,2,4,124,B
2,26.218240577243566,11,7,4,191,B
1,23.206892878103314,10,6,7,155,B
3,21.43778909200027,7,7,7,199,A
1,38.95834157868994,9,2,13,201,A
1,21.79415902879262,3,1,5,89,B
0,33.90951208378155,9,7,5,303,A
1,29.354956668003275,4,5,7,151,C
0,36.41350766802141,10,2,2,320,A
4,38.71601952109242,1,3,20,13,C
0,22.00989518479508,8,8,5,214,A
3,32.98485465675941,8,0,5,287,S
0,37.48173425054874,14,5,3,325,A
4,34.4594104888595,3,9,13,16,D
3,27.175231349322754,3,4,2,196,B
2,25.738070978242042,12,3,5,187,A
2,23.297134818931003,12,8,6,182,B
0,34.29383467829514,11,1,5,318,S
0,39.83853236616221,3,4,9,289,B
4,24.89403690299317,3,7,21,8,D
4,25.701989987659882,0,3,27,12,B
1,34.71968977514159,11,6,7,180,B
4,34.37728145767622,2,7,20,30,D
1,26.931559757515586,2,4,13,146,B
3,24.36846257326119,4,5,2,174,B
0,26.738537499280767,14,2,7,199,A
3,37.66331355951235,7,2,9,313,A
4,37.754184635046194,1,0,13,63,A
3,32.35630559517779,13,2,7,297,S
3,30.298947030288897,11,8,3,222,B
3,25.01311960083139,6,7,3,196,B
4,34.65844519261138,3,9,17,3,D
3,24.04035674644785,5,1,4,225,S
1,29.1396071925601,7,6,10,174,B
4,31.00860775894241,1,5,26,48,C
3,21.12756382581105,14,8,6,153,B
4,38.07491541217883,3,8,12,55,D
2,22.416809026679182,3,1,9,171,A
1,26.544000440778582,8,1,12,126,A
3,29.36121725590929,4,7,6,286,A
2,34.96178731406253,10,6,7,303,A
2,35.25666850605069,3,0,7,273,S
4,21.826177551563216,1,6,15,0,D
2,22.21411377613022,11,0,5,208,S
1,34.53637281904473,5,0,8,176,A
1,37.49152953436401,9,1,11,190,A
0,34.6039053232311,7,4,6,287,A
1,25.532445541874022,4,3,7,173,B
2,25.98128619217686,4,6,2,229,A
1,23.570658090794296,7,5,14,107,C
4,23.96810727987808,1,4,24,30,C
0,20.002372898217,7,4,2,187,A
2,20.72509790883055,13,2,3,167,A
0,25.854488756795437,3,5,6,227,A
2,29.824775519020072,5,5,2,233,B
4,27.634196381870833,3,2,10,3,C
0,33.925269506010665,7,7,7,321,A
3,24.741545751124292,8,5,4,217,A
2,25.747073234839934,4,6,8,210,B
3,30.144789964337278,5,3,8,282,A
0,39.22862624766674,3,5,4,323,B
3,32.27990248069634,3,3,5,316,A
3,23.91397078606079,12,5,3,224,A
0,32.0091137455029,12,6,5,240,B
4,27.466099802457748,2,3,12,11,D
3,33.762207985013035,13,2,6,263,S
3,37.08001646992738,5,8,5,276,B
4,28.994546166475637,0,4,10,8,D
3,29.56981719790437,14,0,4,243,S
3,37.536959965029126,5,5,8,326,A
3,25.82916835315794,13,0,8,246,S
1,38.632161909318484,6,1,6,170,B
4,37.06223648473449,3,4,20,39,C
3,36.572122672975674,13,8,2,296,B
4,21.507097924577835,3,4,10,39,D
2,32.491704903023496,4,1,9,301,S
2,36.075039486081636,11,8,3,260,B
3,25.366521379286773,11,1,9,188,S
4,21.997726359952136,0,9,27,7,D
4,39.56913344368568,3,1,29,39,S
4,37.47996023226166,2,3,19,25,C
1,23.932015936297805,11,7,12,157,B
2,31.924621596847,10,8,3,298,A
4,37.802109468854084,0,8,19,30,D
4,35.2932511045849,1,2,28,37,B
1,38.83920975125747,7,4,8,264,B
1,28.571276756113946,5,5,6,115,C
4,22.506017928122183,3,7,26,20,C
0,36.34961870180281,14,1,4,326,S
4,34.35444509486983,2,4,21,11,C
4,25.705954417804563,3,8,24,40,D
1,33.63351296718147,10,2,8,204,A
1,31.501231176327366,9,2,7,128,B
4,22.37678268787919,3,0,16,31,S
4,39.465214867277986,1,6,29,42,C
4,29.048689902351,0,7,25,47,C
1,23.98925373666104,3,6,10,126,C
4,34.611325408668094,0,6,24,65,C
4,22.272047389479592,0,4,22,32,C
3,23.21706996298572,7,8,5,174,B
0,34.55711736100294,4,2,5,248,A
2,28.873563993109187,11,5,8,283,A
0,20.122572946273614,6,2,3,173,A
3,36.646662812671664,5,0,5,359,S
2,23.106260402934126,12,3,5,187,A
4,20.864273990999965,2,1,12,39,B
3,27.373548476982894,12,5,9,258,A
4,32.35238763107911,3,7,18,36,D
1,32.74609652856649,5,5,8,162,C
3,35.271024681187704,9,5,8,272,A
1,31.272331711966004,11,1,14,177,S
3,32.62779363228957,13,5,4,232,B
3,24.017024321022326,4,6,2,217,A
1,25.20566394330047,7,6,4,125,C
2,25.20786027222044,5,4,5,231,A
0,29.121398602080255,6,6,4,259,A
4,39.07144447670318,3,7,14,71,D
3,23.496785786311463,11,1,7,233,S
4,30.366302304050446,1,7,12,35,D
1,20.845379884718692,8,2,7,119,B
4,28.356437056742394,1,3,18,20,C
1,32.02752422886321,7,2,11,192,A
4,28.074660082098603,0,0,27,53,S
0,32.50795259760825,4,1,3,295,A
0,25.06907387740729,9,2,3,211,A
0,34.03724853648431,13,2,3,337,S
0,33.89934921211693,3,6,5,263,B
0,39.512467409646426,13,2,6,291,A
0,35.10374548496521,10,7,6,294,A
1,24.09642494151709,3,3,9,151,B
3,27.499842898931792,12,0,8,194,S
4,36.043561990489444,0,0,10,3,B
0,26.8902801113204,10,0,9,247,S
1,31.337984700636355,5,1,11,189,A
1,38.648919113700295,8,1,6,162,B
1,31.0365644844717,2,5,10,140,C
3,37.335737729795156,10,6,5,284,B
4,33.36518874416349,1,7,11,27,D
3,33.075990186672335,8,3,7,266,A
2,36.172160638189126,13,7,8,304,A
1,26.816335377400343,5,5,5,183,B
2,32.21496989908619,9,0,9,250,S
0,20.904592618404298,7,0,8,151,S
0,22.043446460711614,13,5,9,171,A
3,32.85565378371882,11,5,9,304,A
4,24.11209838078267,0,4,22,25,C
2,38.15925437042101,4,1,7,342,S
4,36.66813677360615,0,7,14,45,D
3,31.069229438498702,7,5,7,221,B
0,22.232063989037837,12,4,6,160,A
4,28.432393958443704,3,5,23,54,C
4,36.75125469352648,0,5,24,41,C
0,31.173628878744672,11,3,8,265,A
2,26.904080620795686,7,0,8,235,S
0,21.99096077017764,3,6,3,169,B
4,30.837398861063043,1,6,23,52,C
2,33.50287708887697,11,8,2,297,A
2,21.574178342851305,4,1,4,171,A
0,33.30154879996856,4,0,9,275,S
4,39.638355690028284,1,1,19,0,B
3,27.761928474020394,3,3,9,253,A
4,22.188608096719587,2,3,15,26,C
1,22.913650546587366,10,2,13,121,A
3,32.932144736785865,3,3,3,303,A
2,38.758219068486866,5,0,3,355,S
3,33.48473123256398,8,0,7,282,S
2,34.57668294244607,10,6,9,286,A
2,37.39598307184433,8,6,7,368,A
3,22.574851242663538,11,7,7,180,A
2,33.36474033954688,11,3,8,258,A
2,33.69590804300306,13,1,9,333,S
1,22.752779960827286,11,2,10,154,A
4,32.0247211591781,3,5,22,24,C
4,28.94583079745256,3,7,25,1,C
1,31.29690204434303,2,5,5,175,C
3,22.28496906516113,9,8,6,216,A
0,27.588907737619028,10,4,3,235,A
0,24.268957626520844,8,0,6,186,S
0,25.247391705779492,6,3,7,246,A
1,38.638053688412064,5,4,8,176,C
1,32.726886306361784,11,7,6,150,C
2,29.592639123990537,4,8,3,237,B
0,31.428227860884686,12,3,3,224,A
3,29.866004324779183,11,2,3,283,S
3,29.186370101972642,9,2,9,207,A
0,23.668325903515527,12,7,9,187,A
0,27.8550036707742,7,1,4,227,A
0,21.10683997100906,11,7,5,183,A
1,28.725787185873884,4,1,4,152,B
1,30.034059683526984,3,4,14,198,B
1,32.884828016519634,10,5,7,154,B
4,35.82059754023503,2,1,14,29,B
3,37.463187183788094,6,3,9,332,A
3,23.28527327441248,8,7,9,196,A
2,37.05459930557095,6,1,8,321,S
1,37.14194379119715,11,6,12,248,B
4,39.39851147131887,0,4,26,6,C
4,23.214311697830112,1,9,15,22,D
3,27.211699531764936,6,4,3,195,B
1,26.60715377398122,7,7,4,181,B
2,34.479997482391255,11,0,3,279,S
1,34.60933402288741,5,3,10,186,B
0,31.31001462711003,4,0,8,303,S
1,27.090884125286564,6,1,7,111,B
0,22.816237241859987,8,4,3,209,A
0,30.221053355891527,7,8,4,239,B
2,25.700358185191366,7,1,4,233,S
3,37.395184991353766,7,1,3,291,A
1,26.571843260561096,7,7,12,178,B
0,25.518882948252926,7,5,7,252,A
1,26.70098341876965,3,5,12,138,B
3,34.59019999917534,7,8,7,242,B
3,35.17275167827424,9,4,3,307,A
4,36.62871238585422,0,6,16,36,D
3,32.373746994239426,4,6,7,228,B
2,22.244027335312857,6,0,9,195,S
0,20.549857792635493,5,4,8,165,A
4,24.167704065129037,3,3,11,21,D
2,23.109045843129145,14,8,8,188,A
1,30.07163554828921,6,0,7,171,S
0,23.84215278398845,10,2,3,228,S
3,31.592789110680396,3,2,7,268,A
0,38.89120740534295,7,1,8,352,S
1,37.431614505089655,5,0,4,253,S
4,21.889141025374382,0,2,11,10,D
4,30.113314861687563,2,3,11,33,D
4,33.33672561522586,1,5,16,39,D
3,29.89904267409983,5,3,6,227,A
2,30.176816962610136,13,1,9,295,S
2,25.146839763790645,6,2,3,185,A
0,37.14829693301601,11,6,5,273,B
3,37.48594154149925,14,2,5,373,S
4,28.446557582059906,0,9,16,10,D
4,37.29607617480342,2,4,16,22,D
1,29.380288611055757,3,7,5,198,B
1,33.23441344785457,11,2,7,191,A
4,31.058814963785043,2,2,11,21,C
4,30.76505492689531,1,0,24,55,S
3,21.053115189021597,7,2,5,149,A
2,27.938641021233167,11,4,7,245,A
1,31.12231082974426,8,6,4,145,C
2,29.11765176848206,6,5,4,238,A
3,34.36696649041485,9,2,4,307,S
4,33.11131801913947,3,7,12,65,D
2,28.00832922341655,6,7,6,207,B
4,24.08529516666011,1,1,11,1,C
4,38.883487270113235,0,6,15,18,D
0,28.440105016914462,9,0,2,208,S
2,33.668322645874184,5,3,6,240,B
2,38.784482723424134,8,0,9,284,S
4,38.17819408947428,2,0,24,67,S
3,31.58949981387417,4,2,2,305,A
0,25.965143127529693,5,1,6,259,S
4,30.66959496538663,0,3,17,26,C
1,20.35570282524967,7,6,12,90,C
1,37.071127272413264,5,5,13,198,B
0,28.15870742108593,12,7,9,201,B
3,37.44550392006384,10,5,2,275,B
4,22.871549268971904,3,7,13,38,D
2,35.03652776852506,12,4,4,299,A
0,29.51301968903273,13,3,3,222,A
3,27.106325286507094,14,2,3,244,S
2,39.36470247052341,7,0,6,345,S
1,30.93473895967736,9,4,13,142,B
1,21.410685904746437,8,0,9,124,S
2,33.75546071090963,12,1,3,265,S
0,37.92031045923245,10,4,7,378,S
1,38.000591410694355,2,1,9,215,B
4,27.465234640585376,0,8,28,17,C
2,38.82439057491315,4,2,8,331,A
2,35.7887679763091,9,7,9,356,A
1,25.819168610359235,11,6,12,138,B
0,27.271125877353455,12,1,4,231,S
4,36.1836259501761,0,4,24,54,C
0,21.45967479227539,14,0,4,182,S
3,29.494555705409667,4,6,7,292,A
3,35.93161880030294,13,3,7,264,A
1,23.78667506994141,7,7,11,110,C
1,38.11738212619943,3,7,13,168,C
1,37.240372780213335,7,3,7,206,B
3,28.3333609984019,7,8,9,276,A
0,31.16939931460138,5,0,7,230,S
0,28.492748127807015,13,7,3,255,A
1,35.70484043372716,6,4,4,243,B
4,32.76743059141216,1,3,21,44,C
0,34.601503332066585,13,1,3,270,S
3,24.97796770386384,3,1,3,217,A
2,26.562069516836434,3,2,9,225,A
2,36.38542056287197,3,6,6,260,B
2,39.554470237452875,10,5,8,287,B
4,31.848908815808286,0,6,22,36,D
1,36.284217967657355,11,2,4,240,A
3,38.7536420431894,3,7,9,352,A
4,24.14797435658273,2,2,15,0,C
3,27.102664306315813,4,6,2,256,A
3,35.69707424711577,13,0,6,324,S
1,25.01608265001793,10,3,12,157,A
2,37.52971226174731,14,1,5,328,S
1,38.173111226807194,3,1,6,250,A
4,20.17767607657656,2,8,23,12,D
4,28.64102055008095,1,9,17,52,D
4,29.290671693161944,2,8,25,18,D
1,36.34930689021922,5,1,6,216,A
3,22.426094091303273,6,8,5,222,A
3,27.943049998858406,10,1,5,207,S
0,23.746381854227504,14,6,5,194,A
4,22.737606393836554,3,8,26,30,C
3,28.62889984616021,9,8,9,240,A
0,34.74978968919839,14,2,8,272,S
3,23.223273757923224,5,6,9,220,A
4,22.500273802316194,3,2,24,6,B
2,31.66830870520248,12,8,6,278,A
4,23.205869476416574,3,0,17,40,S
1,30.485719667495026,4,2,8,149,B
3,26.116051648989576,10,6,9,235,A
3,35.974982979040014,12,5,9,285,A
1,32.86357233739791,7,6,14,154,C
1,24.021563755877438,11,2,11,164,A
2,29.71216635993694,14,5,5,267,A
3,35.72000984154734,12,5,9,321,A
3,20.268880879668323,12,3,7,168,A
2,25.05920988915258,13,8,9,242,A
0,35.213650270780775,5,6,4,259,B
2,39.262293187697594,11,1,6,359,S
4,34.03821803863886,1,7,12,62,D
3,20.725046350295898,10,1,4,189,S
1,31.64401801514575,8,7,7,136,C
4,30.493826828385394,1,3,26,44,B
3,38.506594737491966,8,1,2,355,S
2,32.521545821122636,8,4,9,299,A
4,21.237228487665874,2,5,23,15,C
3,37.88456085480494,9,1,7,300,S
0,37.4601261591113,10,8,5,310,B
0,37.23265212491095,13,4,4,366,S
1,27.143151791524566,6,1,10,143,A
3,30.64797374453826,3,2,4,303,A
0,35.74202265071747,10,0,7,258,S
2,28.03840373985353,7,8,3,238,B
3,27.219388272970804,6,8,3,193,B
2,35.38462407082875,3,3,8,346,A
2,35.244651240883854,7,1,5,341,S
0,26.762131268583534,6,1,2,239,S
3,27.897330462885844,3,2,9,203,A
4,36.74148891638189,2,1,16,0,B
0,25.67692296692273,3,2,6,225,A
0,23.786954472597174,6,4,8,191,A
3,20.544050174309515,4,8,3,161,B
3,38.20943252342568,12,2,4,336,S
2,24.033428697349912,3,5,8,211,A
3,30.013932555906198,5,1,6,293,S
2,34.73826397275032,8,8,3,254,B
0,31.47445096735152,13,6,8,311,A
1,22.985237939776123,7,4,8,116,B
4,24.3351542264397,3,9,19,31,D
0,20.31294635884132,5,0,3,167,S
3,36.29592345319952,12,8,9,299,A
4,31.878748877172086,0,9,11,8,D
1,20.519645874515607,11,0,9,86,S
1,23.793927297002565,5,4,9,108,C
2,38.22539577967022,10,8,6,305,B
4,30.973537502987938,2,5,14,34,D
2,29.305571440240143,11,0,9,291,S
0,35.40978717002592,4,2,5,306,A
4,37.93162671927978,1,7,20,24,D
0,35.97409147685278,8,7,6,271,B
2,26.94794723500678,7,7,3,253,A
4,26.604246734522917,0,2,29,17,B
2,31.259630090305315,10,0,9,232,S
4,39.403289290481716,1,9,21,35,D
2,34.955305542800645,6,0,7,301,S
1,39.13201135534615,9,0,5,193,S
2,22.526898040564,5,7,2,187,B
1,28.120684131887387,3,3,13,178,B
2,25.93412578339799,7,1,4,231,S
4,23.719041960016092,0,4,13,5,D
4,38.76470644511265,1,2,22,27,B
4,21.266384939446418,0,5,11,6,D
3,22.517959530834503,5,4,8,181,A
0,33.475012925177175,10,6,3,280,A
4,24.32539115203816,0,3,26,25,B
1,25.712977414361106,2,7,5,157,B
4,26.176876182849185,3,5,13,46,D
3,34.63808398026064,8,4,4,295,A
1,30.416664128951446,4,2,8,210,A
3,29.308779412006462,10,2,2,226,A
1,22.079911406266714,8,3,13,143,A
2,37.61164886241933,5,1,3,338,A
0,34.0031938414627,6,7,6,310,A
0,21.39163567087158,3,1,4,210,S
3,20.271631757975396,7,7,6,149,B
0,36.30858988023137,9,5,4,360,A
3,24.326579403325415,11,4,9,173,A
3,39.91131321999764,6,7,7,323,B
3,29.160476410671784,9,6,5,244,A
0,39.391441036731166,6,0,9,325,S
3,21.222923620953726,12,3,4,193,A
0,21.79422752106068,14,0,5,202,S
3,34.47990768289476,10,0,5,320,S
4,36.2388450260361,1,1,13,19,C
3,28.083842683733614,11,6,3,277,A
1,25.543212276883896,4,5,14,112,C
3,31.302919411138877,6,8,4,264,B
2,34.02995801131567,14,0,8,291,S
3,30.436314027665112,11,2,4,276,S
1,33.76334235097838,7,5,11,145,C
1,34.09793817909592,6,1,9,231,A
0,39.51786675791797,6,7,7,297,B
4,36.12419310344866,2,5,18,54,D
3,21.95158339152539,12,2,7,181,S
0,39.91098529479139,12,2,8,330,S
4,30.67552787470075,3,2,24,56,B
3,25.957000225722055,14,1,9,188,S
2,28.632310347446982,9,3,2,263,A
3,24.18856772277867,13,6,4,195,A
1,29.10065238243989,11,0,9,183,S
1,36.42550354572339,2,0,7,167,B
2,23.741136720527606,13,7,3,206,A
0,37.86413177101684,5,6,2,280,B
4,31.40664852402496,1,7,24,54,D
3,35.55624286887834,14,2,8,250,A
1,24.344931449617608,11,0,6,113,S
0,30.672712624740853,5,0,3,279,S
2,23.10802257478031,8,8,7,191,B
1,28.6795169824059,9,2,11,169,A
2,37.70814645867061,14,8,6,327,A
3,30.50436503261801,10,6,4,276,A
4,38.690364368087295,3,9,19,6,D
1,22.966783614394263,6,1,7,149,A
1,37.27619750603026,2,7,11,185,C
3,31.86475443130835,12,1,6,293,S
0,28.817621952371603,3,2,7,269,A
4,29.164936838685836,3,5,17,26,D
1,26.491573183305583,5,6,14,181,B
4,39.73621363597512,3,9,29,57,C
1,28.43811112438641,5,7,5,152,C
4,25.433892323385187,2,2,17,40,C
2,25.187680420764924,4,4,4,240,A
1,39.041168365944216,2,7,7,266,B
4,23.462300518576896,2,2,14,33,C
0,35.2100400883448,9,5,7,281,A
2,21.90925357399657,5,3,6,155,B
2,38.71310258819089,9,7,8,294,B
0,26.806630168784135,11,6,4,261,A
4,25.75811808794966,2,5,17,0,D
3,36.6721511737648,9,6,5,312,A
0,30.53378717852702,10,7,6,303,A
4,24.850789465315998,0,0,10,44,B
0,31.87033784227728,14,4,4,226,A
0,32.25337059478959,14,8,5,284,A
1,28.86613586739481,6,2,12,122,B
4,36.55439495582016,2,9,16,69,D
3,30.766789807000325,12,4,8,286,A
1,34.13822030197981,4,5,11,145,C
0,39.91712858356325,8,6,5,321,A
0,32.569356995736,11,1,4,298,S
0,28.84207492415558,4,8,5,229,B
4,28.48867777715158,2,9,14,56,D
4,36.49603582868335,3,6,28,69,C
1,37.73452766289978,6,0,9,170,S
3,37.20861336177085,14,4,5,282,A
1,22.286462282382505,3,4,9,113,B
2,21.230852938197923,4,4,6,168,A
0,38.11910419498765,13,5,7,368,A
0,39.867217101094866,12,5,5,325,A
0,30.481448930134086,4,1,8,226,A
1,28.373292269237453,6,7,4,161,B
1,20.272087909013365,5,6,6,141,B
0,38.235927975167655,11,0,2,291,S
1,26.56617420715824,7,7,5,111,C
4,34.31347553710679,0,8,28,30,C
4,26.92004825944553,3,6,27,48,C
1,20.99534393177151,4,6,12,127,B
0,38.13366277296585,9,6,9,373,A
1,32.612169433012184,10,0,14,148,S
1,21.257965152137185,5,1,7,95,B
1,29.89823209553321,4,7,8,203,B
2,20.250963983778178,8,4,5,195,A
4,24.173352490231835,0,5,29,19,C
3,27.216136524915022,8,4,5,226,A
3,22.84926296174217,3,0,3,175,A
2,32.90274081638516,11,4,8,289,A
1,23.671258162398175,7,1,6,131,A
2,31.992802881379326,8,7,9,278,A
2,38.24399800992403,4,8,8,380,A
0,31.414704979522817,14,5,7,270,A
4,33.18980342175304,0,7,19,50,D
3,32.02853170449602,10,1,3,318,S
1,37.785709241485264,9,0,9,194,S
3,35.3118012758212,6,5,8,283,A
3,26.70576634158941,10,0,6,197,S
4,23.591624570182603,1,6,27,46,C
3,37.58373489304512,5,8,6,278,B
3,36.95290293304085,13,7,3,355,A
2,33.54068644117435,10,3,3,246,A
4,28.307868599375965,3,7,12,17,D
0,37.20979885593297,11,0,4,307,S
1,30.21139499230573,8,5,10,173,B
3,30.442210941140882,12,1,5,276,S
1,30.718719862581423,11,3,11,205,A
0,26.259754283609094,5,2,6,209,A
1,21.132049312109306,10,0,14,126,S
0,22.396813230824076,8,6,9,203,A
2,32.05265842571269,9,6,3,254,B
3,24.903060591030627,3,7,6,231,A
0,35.15875479212332,8,5,9,321,A
1,29.850635620193195,6,7,12,152,C
3,33.94998072074189,10,4,7,306,A
2,33.69088866062648,14,7,5,320,A
3,35.780097691213896,14,3,6,303,A
0,28.097861936461328,13,0,9,274,S
2,37.1655944571191,4,1,3,357,S
1,22.171262894056188,2,6,13,147,B
2,21.030005989309338,4,3,5,154,B
2,28.089605350003772,13,0,4,205,S
4,35.78759266923849,2,6,20,3,D
2,33.51255535397401,10,1,8,317,S
2,23.815845309516774,9,2,8,180,A
3,26.050079207028233,6,6,8,198,B
1,32.879959072609466,11,3,13,189,B
3,27.392108823905374,7,0,2,223,S
3,25.102307866760015,13,2,7,206,S
0,21.05182942481357,13,7,6,186,A
3,39.761733134731195,3,1,9,319,A
4,32.269855437039595,3,9,11,16,D
4,38.310334574333936,0,3,23,11,C
0,22.16050638716307,5,1,6,162,A
1,39.28352522262302,10,1,12,220,A
1,20.36931809786472,9,7,10,92,C
3,22.056979441236095,4,0,2,193,S
3,36.11811294037804,12,3,5,345,S
3,38.40923956890401,9,2,8,365,S
1,31.869720107933404,10,5,11,177,B
2,30.744163587897773,6,5,9,262,A
4,32.19390910289968,0,4,22,36,C
2,37.68388942456738,8,3,7,368,S
2,27.06308804565076,4,3,8,233,A
1,38.88537741781441,8,3,12,241,B
2,25.302980044340213,3,3,5,249,A
0,39.37936260643991,7,0,2,344,S
3,28.892111984722018,3,5,6,248,A
0,21.746547451169384,7,8,4,181,B
4,34.2889698787879,3,6,20,37,D
3,24.506738229086558,11,6,9,201,A
2,34.611201617949305,11,4,7,306,A
4,35.58758156606641,3,1,22,2,A
3,32.3657764238201,8,7,5,236,B
2,22.545029595679114,9,1,5,197,S
0,28.86571972158479,14,7,9,267,A
3,24.381332326247577,6,8,5,230,A
2,35.885614347253494,3,3,7,265,B
0,30.15367649270169,12,5,9,237,A
4,38.62991786778096,1,1,16,33,B
4,34.031986997991936,1,9,12,11,D
4,26.77171943883147,3,0,25,12,S
4,31.588112621733092,1,0,22,19,S
1,24.309712438859695,10,2,5,123,B
3,37.85355306689803,5,5,6,322,A
3,33.66905486842101,11,0,4,275,S
1,26.361530888562598,6,4,13,163,B
2,20.856746423779967,4,0,8,165,S
2,35.2667810648542,9,7,2,290,B
4,27.686780559170554,2,6,10,11,D
0,36.44782185892565,6,7,2,344,A
2,24.005323094359923,6,3,2,235,A
0,29.879697693841713,12,6,9,234,A
3,24.072054314693098,11,7,5,203,A
0,37.91486890248625,14,1,3,332,S
3,38.38508493052623,14,5,5,290,A
1,33.03548957638206,3,1,4,182,B
1,20.653100691884053,5,5,7,141,B
4,25.818136146597734,1,6,11,40,D
2,24.923747149225058,3,3,6,212,A
4,33.476282915273615,1,7,14,4,D
3,24.981536643431838,6,4,6,245,A
4,29.15838334399242,1,5,23,22,C
0,38.53157834286252,5,1,7,366,S
3,33.75164886815375,14,3,4,258,A
1,39.043476749125624,7,3,4,161,C
2,28.822871987381532,12,6,6,237,A
3,20.768578372892293,6,6,6,166,B
3,31.826851795972836,10,4,8,302,A
0,32.16618056207119,4,7,9,309,A
2,22.07563856353344,11,4,6,187,A
1,37.251136650477015,2,2,13,216,B
3,39.99610288267603,3,7,9,321,B
3,37.75316127521056,12,4,6,343,A
0,34.82214083259362,9,5,6,299,A
4,30.216184314230752,3,0,24,27,S
1,35.86689655721952,6,7,10,203,B
2,31.667797407391443,5,7,5,244,B
3,27.9725792328815,8,4,4,243,A
3,20.888049312120607,12,5,3,161,A
1,29.993404874581067,5,3,14,186,B
4,30.939917006770408,2,2,10,12,C
3,21.351096869113743,5,3,4,166,A
1,21.246829758188948,9,0,11,117,S
0,34.133754169210874,9,0,2,310,S
4,27.41909292818041,2,0,11,42,A
2,21.99873813137239,10,0,8,171,S
3,32.91669703833793,12,4,2,270,A
1,33.54750693459358,5,1,10,225,A
0,24.62261727211996,3,7,8,236,A
2,28.296959396196463,4,6,4,256,A
1,20.178255683434976,4,5,6,115,B
1,22.866200725512215,2,6,7,144,B
2,29.07631827448741,6,2,5,210,A
0,37.806183955491285,6,7,3,268,B
0,29.023358325767447,9,1,2,204,A
4,22.199584715308344,2,7,14,10,D
3,22.000361800486445,12,0,3,186,S
2,27.304339102679705,9,3,5,209,A
2,32.288425964460586,9,6,5,243,B
2,38.03136171055577,11,4,2,342,A
0,29.397798160828792,10,3,9,287,S
3,24.229814872167005,6,3,7,202,A
4,31.398073932936846,1,7,12,4,D
1,33.10652142765305,6,4,11,181,B
1,26.069684171031216,6,7,10,106,C
2,29.31743457815351,9,8,4,254,A
3,37.32377830531161,5,1,9,308,S
0,31.660129660091023,8,5,7,292,A
3,38.06682027413589,4,5,6,360,A
3,33.41160101653871,12,4,2,293,A
0,31.380931497873483,8,3,3,277,A
2,23.825863484042145,3,3,3,234,A
3,24.142269470991735,3,7,9,188,B
1,39.69731880689686,3,7,6,250,B
0,22.20669547650406,7,1,3,163,A
4,22.39768143169774,1,8,25,31,D
2,39.98918134372804,7,5,8,392,A
0,22.273025226233667,8,8,8,199,A
4,27.46937143966098,2,8,24,23,D
4,28.1397617758025,2,4,22,24,C
3,30.58380197493134,4,1,4,228,A
3,20.946999546536787,6,2,3,170,A
3,26.996780510134634,6,3,9,254,A
0,36.099761121198455,12,6,3,288,A
0,25.7908549558741,9,3,9,189,A
2,23.51715762632385,5,6,5,184,B
3,24.2056558539743,9,1,8,221,S
4,20.91667368697423,0,5,24,10,C
1,27.574127151307547,9,7,7,160,B
2,21.782733594909157,8,3,3,180,A
0,23.83951011718476,13,3,6,210,S
2,39.90190085226362,5,2,2,289,A
2,38.16307886455006,6,0,6,299,S
2,36.12104960373439,10,3,3,296,A
2,37.31682950839884,11,8,8,313,A
1,39.395199425177026,5,7,9,159,C
3,30.906064047315148,9,2,4,273,A
4,38.34723970130553,2,7,29,74,C
2,39.2349075340919,11,5,8,391,A
2,37.84720450550284,5,1,7,318,S
2,39.09234743008108,9,4,5,368,A
3,39.054857462529405,13,3,9,311,A
0,31.652447163564926,3,4,7,309,A
0,35.65976714531472,13,1,2,310,S
1,22.567447970651333,6,5,7,129,B
0,29.320070287060258,11,8,7,211,B
2,34.76709205416566,5,5,3,284,A
2,39.084740633092636,13,5,3,317,A
2,29.720068964764536,14,1,8,239,S
1,23.54945882614965,6,1,5,154,A
2,38.40600541145496,13,0,3,278,S
0,34.775945796988296,7,6,2,347,A
3,26.97011599663182,8,5,5,261,A
3,36.93512533990079,6,3,6,265,A
4,39.263707790597806,2,8,25,37,D
